State,District,Crop,historical_records
Rajasthan,KOTA,Other Kharif pulses,13
Rajasthan,KOTA,Peas & beans (Pulses),21
Rajasthan,KOTA,Potato,23
Rajasthan,KOTA,Rapeseed &Mustard,23
Rajasthan,KOTA,Rice,23
Rajasthan,KOTA,Sannhamp,8
Rajasthan,KOTA,Sesamum,23
Rajasthan,KOTA,Small millets,1
Rajasthan,KOTA,Soyabean,23
Rajasthan,KOTA,Sugarcane,23
Rajasthan,KOTA,Sunflower,3
Rajasthan,KOTA,Sweet potato,4
Rajasthan,KOTA,Tapioca,1
Rajasthan,KOTA,Turmeric,9
Rajasthan,KOTA,Urad,22
Rajasthan,KOTA,Wheat,23
Rajasthan,KOTA,other oilseeds,14
Rajasthan,NAGAUR,Arhar/Tur,3
Rajasthan,NAGAUR,Bajra,23
Rajasthan,NAGAUR,Barley,23
Rajasthan,NAGAUR,Castor seed,23
Rajasthan,NAGAUR,Coriander,22
Rajasthan,NAGAUR,Cotton(lint),23
Rajasthan,NAGAUR,Dry chillies,22
Rajasthan,NAGAUR,Garlic,21
Rajasthan,NAGAUR,Gram,23
Rajasthan,NAGAUR,Groundnut,23
Rajasthan,NAGAUR,Guar seed,20
Rajasthan,NAGAUR,Jowar,23
Rajasthan,NAGAUR,Linseed,21
Rajasthan,NAGAUR,Maize,23
Rajasthan,NAGAUR,Masoor,7
Rajasthan,NAGAUR,Moong(Green Gram),22
Rajasthan,NAGAUR,Moth,23
Rajasthan,NAGAUR,Onion,23
Rajasthan,NAGAUR,Other  Rabi pulses,2
Rajasthan,NAGAUR,Other Kharif pulses,22
Rajasthan,NAGAUR,Peas & beans (Pulses),21
Rajasthan,NAGAUR,Potato,17
Rajasthan,NAGAUR,Rapeseed &Mustard,23
Rajasthan,NAGAUR,Sannhamp,1
Rajasthan,NAGAUR,Sesamum,23
Rajasthan,NAGAUR,Soyabean,9
Rajasthan,NAGAUR,Sugarcane,8
Rajasthan,NAGAUR,Sunflower,4
Rajasthan,NAGAUR,Sweet potato,20
Rajasthan,NAGAUR,Tobacco,4
Rajasthan,NAGAUR,Urad,8
Rajasthan,NAGAUR,Wheat,23
Rajasthan,NAGAUR,other oilseeds,14
Rajasthan,PALI,Arhar/Tur,18
Rajasthan,PALI,Bajra,22
Rajasthan,PALI,Banana,2
Rajasthan,PALI,Barley,23
Rajasthan,PALI,Castor seed,23
Rajasthan,PALI,Coriander,22
Rajasthan,PALI,Cotton(lint),23
Rajasthan,PALI,Dry chillies,22
Rajasthan,PALI,Garlic,21
Rajasthan,PALI,Gram,23
Rajasthan,PALI,Groundnut,22
Rajasthan,PALI,Guar seed,20
Rajasthan,PALI,Jowar,23
Rajasthan,PALI,Linseed,16
Rajasthan,PALI,Maize,23
Rajasthan,PALI,Masoor,6
Rajasthan,PALI,Moong(Green Gram),21
Rajasthan,PALI,Moth,22
Rajasthan,PALI,Onion,23
Rajasthan,PALI,Other  Rabi pulses,15
Rajasthan,PALI,Other Kharif pulses,22
Rajasthan,PALI,Peas & beans (Pulses),13
Rajasthan,PALI,Potato,17
Rajasthan,PALI,Rapeseed &Mustard,23
Rajasthan,PALI,Rice,2
Rajasthan,PALI,Sannhamp,17
Rajasthan,PALI,Sesamum,23
Rajasthan,PALI,Small millets,17
Rajasthan,PALI,Soyabean,16
Rajasthan,PALI,Sugarcane,5
Rajasthan,PALI,Sunflower,2
Rajasthan,PALI,Sweet potato,19
Rajasthan,PALI,Urad,22
Rajasthan,PALI,Wheat,23
Rajasthan,PALI,other oilseeds,14
Rajasthan,PRATAPGARH,Arhar/Tur,12
Rajasthan,PRATAPGARH,Bajra,12
Rajasthan,PRATAPGARH,Banana,1
Rajasthan,PRATAPGARH,Barley,12
Rajasthan,PRATAPGARH,Castor seed,5
Rajasthan,PRATAPGARH,Coriander,12
Rajasthan,PRATAPGARH,Cotton(lint),12
Rajasthan,PRATAPGARH,Dry chillies,12
Rajasthan,PRATAPGARH,Garlic,11
Rajasthan,PRATAPGARH,Ginger,4
Rajasthan,PRATAPGARH,Gram,12
Rajasthan,PRATAPGARH,Groundnut,12
Rajasthan,PRATAPGARH,Guar seed,11
Rajasthan,PRATAPGARH,Jowar,12
Rajasthan,PRATAPGARH,Linseed,12
Rajasthan,PRATAPGARH,Maize,12
Rajasthan,PRATAPGARH,Masoor,12
Rajasthan,PRATAPGARH,Moong(Green Gram),12
Rajasthan,PRATAPGARH,Moth,1
Rajasthan,PRATAPGARH,Onion,12
Rajasthan,PRATAPGARH,Other  Rabi pulses,9
Rajasthan,PRATAPGARH,Other Kharif pulses,12
Rajasthan,PRATAPGARH,Peas & beans (Pulses),10
Rajasthan,PRATAPGARH,Potato,10
Rajasthan,PRATAPGARH,Rapeseed &Mustard,12
Rajasthan,PRATAPGARH,Rice,12
Rajasthan,PRATAPGARH,Sannhamp,7
Rajasthan,PRATAPGARH,Sesamum,12
Rajasthan,PRATAPGARH,Small millets,5
Rajasthan,PRATAPGARH,Soyabean,12
Rajasthan,PRATAPGARH,Sugarcane,10
Rajasthan,PRATAPGARH,Sweet potato,1
Rajasthan,PRATAPGARH,Urad,12
Rajasthan,PRATAPGARH,Wheat,12
Rajasthan,PRATAPGARH,other oilseeds,12
Rajasthan,RAJSAMAND,Arhar/Tur,11
Rajasthan,RAJSAMAND,Bajra,23
Rajasthan,RAJSAMAND,Banana,3
Rajasthan,RAJSAMAND,Barley,23
Rajasthan,RAJSAMAND,Castor seed,6
Rajasthan,RAJSAMAND,Coriander,21
Rajasthan,RAJSAMAND,Cotton(lint),23
Rajasthan,RAJSAMAND,Dry chillies,22
Rajasthan,RAJSAMAND,Garlic,21
Rajasthan,RAJSAMAND,Ginger,1
Rajasthan,RAJSAMAND,Gram,23
Rajasthan,RAJSAMAND,Groundnut,23
Rajasthan,RAJSAMAND,Guar seed,20
Rajasthan,RAJSAMAND,Jowar,22
Rajasthan,RAJSAMAND,Linseed,15
Rajasthan,RAJSAMAND,Maize,23
Rajasthan,RAJSAMAND,Masoor,1
Rajasthan,RAJSAMAND,Moong(Green Gram),22
Rajasthan,RAJSAMAND,Moth,19
Rajasthan,RAJSAMAND,Onion,21
Rajasthan,RAJSAMAND,Other  Rabi pulses,9
Rajasthan,RAJSAMAND,Other Kharif pulses,22
Rajasthan,RAJSAMAND,Peas & beans (Pulses),15
Rajasthan,RAJSAMAND,Potato,21
Rajasthan,RAJSAMAND,Rapeseed &Mustard,23
Rajasthan,RAJSAMAND,Rice,23
Rajasthan,RAJSAMAND,Sannhamp,20
Rajasthan,RAJSAMAND,Sesamum,23
Rajasthan,RAJSAMAND,Small millets,15
Rajasthan,RAJSAMAND,Soyabean,17
Rajasthan,RAJSAMAND,Sugarcane,23
Rajasthan,RAJSAMAND,Sunflower,1
Rajasthan,RAJSAMAND,Sweet potato,4
Rajasthan,RAJSAMAND,Tapioca,1
Rajasthan,RAJSAMAND,Tobacco,20
Rajasthan,RAJSAMAND,Turmeric,2
Rajasthan,RAJSAMAND,Urad,22
Rajasthan,RAJSAMAND,Wheat,23
Rajasthan,RAJSAMAND,other oilseeds,14
Rajasthan,SAWAI MADHOPUR,Arhar/Tur,23
Rajasthan,SAWAI MADHOPUR,Bajra,23
Rajasthan,SAWAI MADHOPUR,Barley,23
Rajasthan,SAWAI MADHOPUR,Castor seed,6
Rajasthan,SAWAI MADHOPUR,Coriander,22
Rajasthan,SAWAI MADHOPUR,Cotton(lint),9
Rajasthan,SAWAI MADHOPUR,Dry chillies,22
Rajasthan,SAWAI MADHOPUR,Garlic,21
Rajasthan,SAWAI MADHOPUR,Gram,23
Rajasthan,SAWAI MADHOPUR,Groundnut,23
Rajasthan,SAWAI MADHOPUR,Guar seed,20
Rajasthan,SAWAI MADHOPUR,Jowar,23
Rajasthan,SAWAI MADHOPUR,Linseed,15
Rajasthan,SAWAI MADHOPUR,Maize,23
Rajasthan,SAWAI MADHOPUR,Masoor,21
Rajasthan,SAWAI MADHOPUR,Moong(Green Gram),22
Rajasthan,SAWAI MADHOPUR,Moth,21
Rajasthan,SAWAI MADHOPUR,Onion,23
Rajasthan,SAWAI MADHOPUR,Other  Rabi pulses,8
Rajasthan,SAWAI MADHOPUR,Other Kharif pulses,18
Rajasthan,SAWAI MADHOPUR,Peas & beans (Pulses),21
Rajasthan,SAWAI MADHOPUR,Potato,22
Rajasthan,SAWAI MADHOPUR,Rapeseed &Mustard,23
Rajasthan,SAWAI MADHOPUR,Rice,23
Rajasthan,SAWAI MADHOPUR,Sannhamp,21
Rajasthan,SAWAI MADHOPUR,Sesamum,23
Rajasthan,SAWAI MADHOPUR,Soyabean,23
Rajasthan,SAWAI MADHOPUR,Sugarcane,23
Rajasthan,SAWAI MADHOPUR,Sweet potato,19
Rajasthan,SAWAI MADHOPUR,Tapioca,1
Rajasthan,SAWAI MADHOPUR,Tobacco,10
Rajasthan,SAWAI MADHOPUR,Turmeric,4
Rajasthan,SAWAI MADHOPUR,Urad,22
Rajasthan,SAWAI MADHOPUR,Wheat,23
Rajasthan,SAWAI MADHOPUR,other oilseeds,14
Rajasthan,SIKAR,Arhar/Tur,15
Rajasthan,SIKAR,Bajra,23
Rajasthan,SIKAR,Barley,23
Rajasthan,SIKAR,Castor seed,13
Rajasthan,SIKAR,Coriander,20
Rajasthan,SIKAR,Cotton(lint),23
Rajasthan,SIKAR,Dry chillies,21
Rajasthan,SIKAR,Garlic,21
Rajasthan,SIKAR,Gram,23
Rajasthan,SIKAR,Groundnut,23
Rajasthan,SIKAR,Guar seed,20
Rajasthan,SIKAR,Jowar,20
Rajasthan,SIKAR,Linseed,3
Rajasthan,SIKAR,Maize,23
Rajasthan,SIKAR,Masoor,8
Rajasthan,SIKAR,Moong(Green Gram),22
Rajasthan,SIKAR,Moth,22
Rajasthan,SIKAR,Onion,23
Rajasthan,SIKAR,Other  Rabi pulses,2
Rajasthan,SIKAR,Other Kharif pulses,22
Rajasthan,SIKAR,Peas & beans (Pulses),13
Rajasthan,SIKAR,Potato,19
Rajasthan,SIKAR,Rapeseed &Mustard,23
Rajasthan,SIKAR,Sannhamp,12
Rajasthan,SIKAR,Sesamum,23
Rajasthan,SIKAR,Soyabean,6
Rajasthan,SIKAR,Sugarcane,22
Rajasthan,SIKAR,Sunflower,1
Rajasthan,SIKAR,Sweet potato,20
Rajasthan,SIKAR,Tobacco,15
Rajasthan,SIKAR,Urad,4
Rajasthan,SIKAR,Wheat,23
Rajasthan,SIKAR,other oilseeds,14
Rajasthan,SIROHI,Arhar/Tur,20
Rajasthan,SIROHI,Bajra,23
Rajasthan,SIROHI,Banana,2
Rajasthan,SIROHI,Barley,23
Rajasthan,SIROHI,Castor seed,23
Rajasthan,SIROHI,Coriander,22
Rajasthan,SIROHI,Cotton(lint),23
Rajasthan,SIROHI,Dry chillies,22
Rajasthan,SIROHI,Garlic,20
Rajasthan,SIROHI,Gram,23
Rajasthan,SIROHI,Groundnut,22
Rajasthan,SIROHI,Guar seed,20
Rajasthan,SIROHI,Jowar,21
Rajasthan,SIROHI,Linseed,5
Rajasthan,SIROHI,Maize,23
Rajasthan,SIROHI,Masoor,1
Rajasthan,SIROHI,Mesta,1
Rajasthan,SIROHI,Moong(Green Gram),22
Rajasthan,SIROHI,Moth,11
Rajasthan,SIROHI,Onion,22
Rajasthan,SIROHI,Other  Rabi pulses,18
Rajasthan,SIROHI,Other Kharif pulses,22
Rajasthan,SIROHI,Peas & beans (Pulses),15
Rajasthan,SIROHI,Potato,23
Rajasthan,SIROHI,Rapeseed &Mustard,23
Rajasthan,SIROHI,Rice,14
Rajasthan,SIROHI,Sannhamp,10
Rajasthan,SIROHI,Sesamum,23
Rajasthan,SIROHI,Small millets,34
Rajasthan,SIROHI,Soyabean,4
Rajasthan,SIROHI,Sugarcane,4
Rajasthan,SIROHI,Sweet potato,15
Rajasthan,SIROHI,Tobacco,17
Rajasthan,SIROHI,Turmeric,1
Rajasthan,SIROHI,Urad,22
Rajasthan,SIROHI,Wheat,23
Rajasthan,SIROHI,other oilseeds,14
Rajasthan,TONK,Arhar/Tur,12
Rajasthan,TONK,Bajra,23
Rajasthan,TONK,Banana,1
Rajasthan,TONK,Barley,23
Rajasthan,TONK,Castor seed,19
Rajasthan,TONK,Coriander,22
Rajasthan,TONK,Cotton(lint),22
Rajasthan,TONK,Dry chillies,22
Rajasthan,TONK,Garlic,19
Rajasthan,TONK,Gram,23
Rajasthan,TONK,Groundnut,23
Rajasthan,TONK,Guar seed,20
Rajasthan,TONK,Jowar,23
Rajasthan,TONK,Linseed,23
Rajasthan,TONK,Maize,23
Rajasthan,TONK,Masoor,22
Rajasthan,TONK,Moong(Green Gram),22
Rajasthan,TONK,Moth,21
Rajasthan,TONK,Onion,23
Rajasthan,TONK,Other  Rabi pulses,21
Rajasthan,TONK,Other Kharif pulses,22
Rajasthan,TONK,Peas & beans (Pulses),21
Rajasthan,TONK,Potato,22
Rajasthan,TONK,Rapeseed &Mustard,23
Rajasthan,TONK,Rice,15
Rajasthan,TONK,Sannhamp,9
Rajasthan,TONK,Sesamum,23
Rajasthan,TONK,Small millets,1
Rajasthan,TONK,Soyabean,22
Rajasthan,TONK,Sugarcane,23
Rajasthan,TONK,Sweet potato,16
Rajasthan,TONK,Tapioca,1
Rajasthan,TONK,Tobacco,1
Rajasthan,TONK,Turmeric,5
Rajasthan,TONK,Urad,22
Rajasthan,TONK,Wheat,23
Rajasthan,TONK,other oilseeds,14
Rajasthan,UDAIPUR,Arhar/Tur,23
Rajasthan,UDAIPUR,Bajra,22
Rajasthan,UDAIPUR,Banana,2
Rajasthan,UDAIPUR,Barley,23
Rajasthan,UDAIPUR,Castor seed,22
Rajasthan,UDAIPUR,Coriander,22
Rajasthan,UDAIPUR,Cotton(lint),22
Rajasthan,UDAIPUR,Dry chillies,22
Rajasthan,UDAIPUR,Garlic,21
Rajasthan,UDAIPUR,Ginger,21
Rajasthan,UDAIPUR,Gram,23
Rajasthan,UDAIPUR,Groundnut,23
Rajasthan,UDAIPUR,Guar seed,20
Rajasthan,UDAIPUR,Jowar,23
Rajasthan,UDAIPUR,Linseed,21
Rajasthan,UDAIPUR,Maize,23
Rajasthan,UDAIPUR,Masoor,2
Rajasthan,UDAIPUR,Moong(Green Gram),22
Rajasthan,UDAIPUR,Moth,10
Rajasthan,UDAIPUR,Onion,21
Rajasthan,UDAIPUR,Other  Rabi pulses,21
Rajasthan,UDAIPUR,Other Kharif pulses,22
Rajasthan,UDAIPUR,Peas & beans (Pulses),18
Rajasthan,UDAIPUR,Potato,20
Rajasthan,UDAIPUR,Rapeseed &Mustard,23
Rajasthan,UDAIPUR,Rice,23
Rajasthan,UDAIPUR,Sannhamp,21
Rajasthan,UDAIPUR,Sesamum,23
Rajasthan,UDAIPUR,Small millets,26
Rajasthan,UDAIPUR,Soyabean,23
Rajasthan,UDAIPUR,Sugarcane,23
Rajasthan,UDAIPUR,Sweet potato,6
Rajasthan,UDAIPUR,Tobacco,6
Rajasthan,UDAIPUR,Turmeric,22
Rajasthan,UDAIPUR,Urad,22
Rajasthan,UDAIPUR,Wheat,23
Rajasthan,UDAIPUR,other oilseeds,14
Sikkim,EAST DISTRICT,Barley,23
Sikkim,EAST DISTRICT,Maize,26
Sikkim,EAST DISTRICT,Other  Rabi pulses,2
Sikkim,EAST DISTRICT,Other Cereals,12
Sikkim,EAST DISTRICT,Other Kharif pulses,19
Sikkim,EAST DISTRICT,Potato,2
Sikkim,EAST DISTRICT,Rapeseed &Mustard,23
Sikkim,EAST DISTRICT,Rice,23
Sikkim,EAST DISTRICT,Small millets,22
Sikkim,EAST DISTRICT,Soyabean,23
Sikkim,EAST DISTRICT,Urad,23
Sikkim,EAST DISTRICT,Wheat,23
Sikkim,EAST DISTRICT,other oilseeds,1
Sikkim,NORTH DISTRICT,Barley,23
Sikkim,NORTH DISTRICT,Maize,24
Sikkim,NORTH DISTRICT,Other  Rabi pulses,2
Sikkim,NORTH DISTRICT,Other Cereals,12
Sikkim,NORTH DISTRICT,Other Kharif pulses,19
Sikkim,NORTH DISTRICT,Potato,2
Sikkim,NORTH DISTRICT,Rapeseed &Mustard,23
Sikkim,NORTH DISTRICT,Rice,23
Sikkim,NORTH DISTRICT,Small millets,22
Sikkim,NORTH DISTRICT,Soyabean,23
Sikkim,NORTH DISTRICT,Urad,15
Sikkim,NORTH DISTRICT,Wheat,23
Sikkim,SOUTH DISTRICT,Barley,23
Sikkim,SOUTH DISTRICT,Maize,27
Sikkim,SOUTH DISTRICT,Other  Rabi pulses,2
Sikkim,SOUTH DISTRICT,Other Cereals,12
Sikkim,SOUTH DISTRICT,Other Kharif pulses,19
Sikkim,SOUTH DISTRICT,Potato,2
Sikkim,SOUTH DISTRICT,Rapeseed &Mustard,23
Sikkim,SOUTH DISTRICT,Rice,23
Sikkim,SOUTH DISTRICT,Small millets,22
Sikkim,SOUTH DISTRICT,Soyabean,23
Sikkim,SOUTH DISTRICT,Urad,23
Sikkim,SOUTH DISTRICT,Wheat,20
Sikkim,SOUTH DISTRICT,other oilseeds,5
Sikkim,WEST DISTRICT,Barley,20
Sikkim,WEST DISTRICT,Maize,27
Sikkim,WEST DISTRICT,Other  Rabi pulses,2
Sikkim,WEST DISTRICT,Other Cereals,12
Sikkim,WEST DISTRICT,Other Kharif pulses,19
Sikkim,WEST DISTRICT,Potato,2
Sikkim,WEST DISTRICT,Rapeseed &Mustard,23
Sikkim,WEST DISTRICT,Rice,23
Sikkim,WEST DISTRICT,Small millets,22
Sikkim,WEST DISTRICT,Soyabean,23
Sikkim,WEST DISTRICT,Urad,23
Sikkim,WEST DISTRICT,Wheat,18
Sikkim,WEST DISTRICT,other oilseeds,5
Tamil Nadu,ARIYALUR,Arecanut,2
Tamil Nadu,ARIYALUR,Arhar/Tur,10
Tamil Nadu,ARIYALUR,Bajra,17
Tamil Nadu,ARIYALUR,Banana,9
Tamil Nadu,ARIYALUR,Cashewnut,8
Tamil Nadu,ARIYALUR,Castor seed,11
Tamil Nadu,ARIYALUR,Coconut,9
Tamil Nadu,ARIYALUR,Coriander,9
Tamil Nadu,ARIYALUR,Cotton(lint),19
Tamil Nadu,ARIYALUR,Cowpea(Lobia),2
Tamil Nadu,ARIYALUR,Dry chillies,9
Tamil Nadu,ARIYALUR,Groundnut,19
Tamil Nadu,ARIYALUR,Horse-gram,11
Tamil Nadu,ARIYALUR,Jowar,17
Tamil Nadu,ARIYALUR,Maize,19
Tamil Nadu,ARIYALUR,Masoor,2
Tamil Nadu,ARIYALUR,Moong(Green Gram),12
Tamil Nadu,ARIYALUR,Onion,16
Tamil Nadu,ARIYALUR,Other Kharif pulses,2
Tamil Nadu,ARIYALUR,Ragi,19
Tamil Nadu,ARIYALUR,Rice,17
Tamil Nadu,ARIYALUR,Sesamum,18
Tamil Nadu,ARIYALUR,Small millets,13
Tamil Nadu,ARIYALUR,Sugarcane,11
Tamil Nadu,ARIYALUR,Sunflower,16
Tamil Nadu,ARIYALUR,Sweet potato,3
Tamil Nadu,ARIYALUR,Tapioca,9
Tamil Nadu,ARIYALUR,Tobacco,1
Tamil Nadu,ARIYALUR,Turmeric,9
Tamil Nadu,ARIYALUR,Urad,18
Tamil Nadu,CHENGALPATTU,Coconut,1
Tamil Nadu,CHENGALPATTU,Maize,1
Tamil Nadu,CHENGALPATTU,Other Cereals,1
Tamil Nadu,CHENGALPATTU,Other Kharif pulses,1
Tamil Nadu,CHENGALPATTU,Small millets,1
Tamil Nadu,CHENNAI,Banana,1
Tamil Nadu,COIMBATORE,Arecanut,14
Tamil Nadu,COIMBATORE,Arhar/Tur,21
Tamil Nadu,COIMBATORE,Bajra,28
Tamil Nadu,COIMBATORE,Banana,19
Tamil Nadu,COIMBATORE,Black pepper,15
Tamil Nadu,COIMBATORE,Cardamom,16
Tamil Nadu,COIMBATORE,Cashewnut,17
Tamil Nadu,COIMBATORE,Castor seed,21
Tamil Nadu,COIMBATORE,Coconut,16
Tamil Nadu,COIMBATORE,Coriander,19
Tamil Nadu,COIMBATORE,Cotton(lint),29
Tamil Nadu,COIMBATORE,Cowpea(Lobia),6
Tamil Nadu,COIMBATORE,Dry chillies,19
Tamil Nadu,COIMBATORE,Garlic,2
Tamil Nadu,COIMBATORE,Ginger,10
Tamil Nadu,COIMBATORE,Gram,21
Tamil Nadu,COIMBATORE,Groundnut,30
Tamil Nadu,COIMBATORE,Guar seed,1
Tamil Nadu,COIMBATORE,Horse-gram,28
Tamil Nadu,COIMBATORE,Jowar,28
Tamil Nadu,COIMBATORE,Maize,28
Tamil Nadu,COIMBATORE,Masoor,2
Tamil Nadu,COIMBATORE,Moong(Green Gram),29
Tamil Nadu,COIMBATORE,Onion,26
Tamil Nadu,COIMBATORE,Other  Rabi pulses,3
Tamil Nadu,COIMBATORE,Other Cereals,5
Tamil Nadu,COIMBATORE,Other Kharif pulses,9
Tamil Nadu,COIMBATORE,Ragi,29
Tamil Nadu,COIMBATORE,Rapeseed &Mustard,4
Tamil Nadu,COIMBATORE,Rice,27
Tamil Nadu,COIMBATORE,Sannhamp,2
Tamil Nadu,COIMBATORE,Sesamum,29
Tamil Nadu,COIMBATORE,Small millets,16
Tamil Nadu,COIMBATORE,Sugarcane,22
Tamil Nadu,COIMBATORE,Sunflower,21
Tamil Nadu,COIMBATORE,Sweet potato,9
Tamil Nadu,COIMBATORE,Tapioca,19
Tamil Nadu,COIMBATORE,Tobacco,15
Tamil Nadu,COIMBATORE,Turmeric,19
Tamil Nadu,COIMBATORE,Urad,29
Tamil Nadu,CUDDALORE,Arecanut,9
Tamil Nadu,CUDDALORE,Arhar/Tur,21
Tamil Nadu,CUDDALORE,Bajra,28
Tamil Nadu,CUDDALORE,Banana,19
Tamil Nadu,CUDDALORE,Cashewnut,18
Tamil Nadu,CUDDALORE,Castor seed,20
Tamil Nadu,CUDDALORE,Coconut,16
Tamil Nadu,CUDDALORE,Coriander,16
Tamil Nadu,CUDDALORE,Cotton(lint),29
Tamil Nadu,CUDDALORE,Cowpea(Lobia),6
Tamil Nadu,CUDDALORE,Dry chillies,17
Tamil Nadu,CUDDALORE,Garlic,1
Tamil Nadu,CUDDALORE,Gram,1
Tamil Nadu,CUDDALORE,Groundnut,30
Tamil Nadu,CUDDALORE,Guar seed,1
Tamil Nadu,CUDDALORE,Horse-gram,22
Tamil Nadu,CUDDALORE,Jowar,26
Tamil Nadu,CUDDALORE,Maize,28
Tamil Nadu,CUDDALORE,Masoor,2
Tamil Nadu,CUDDALORE,Moong(Green Gram),28
Tamil Nadu,CUDDALORE,Onion,26
Tamil Nadu,CUDDALORE,Other  Rabi pulses,1
Tamil Nadu,CUDDALORE,Other Cereals,1
Tamil Nadu,CUDDALORE,Other Kharif pulses,6
Tamil Nadu,CUDDALORE,Potato,1
Tamil Nadu,CUDDALORE,Ragi,30
Tamil Nadu,CUDDALORE,Rice,28
Tamil Nadu,CUDDALORE,Sannhamp,2
Tamil Nadu,CUDDALORE,Sesamum,29
Tamil Nadu,CUDDALORE,Small millets,18
Tamil Nadu,CUDDALORE,Sugarcane,22
Tamil Nadu,CUDDALORE,Sunflower,24
Tamil Nadu,CUDDALORE,Sweet potato,17
Tamil Nadu,CUDDALORE,Tapioca,19
Tamil Nadu,CUDDALORE,Tobacco,4
Tamil Nadu,CUDDALORE,Turmeric,19
Tamil Nadu,CUDDALORE,Urad,29
Tamil Nadu,DHARMAPURI,Arecanut,14
Tamil Nadu,DHARMAPURI,Arhar/Tur,20
Tamil Nadu,DHARMAPURI,Bajra,27
Tamil Nadu,DHARMAPURI,Banana,19
Tamil Nadu,DHARMAPURI,Black pepper,4
Tamil Nadu,DHARMAPURI,Cardamom,1
Tamil Nadu,DHARMAPURI,Cashewnut,6
Tamil Nadu,DHARMAPURI,Castor seed,21
Tamil Nadu,DHARMAPURI,Coconut,16
Tamil Nadu,DHARMAPURI,Coriander,19
Tamil Nadu,DHARMAPURI,Cotton(lint),30
Tamil Nadu,DHARMAPURI,Cowpea(Lobia),6
Tamil Nadu,DHARMAPURI,Dry chillies,19
Tamil Nadu,DHARMAPURI,Garlic,4
Tamil Nadu,DHARMAPURI,Ginger,3
Tamil Nadu,DHARMAPURI,Gram,21
Tamil Nadu,DHARMAPURI,Groundnut,30
Tamil Nadu,DHARMAPURI,Guar seed,1
Tamil Nadu,DHARMAPURI,Horse-gram,26
Tamil Nadu,DHARMAPURI,Jowar,28
Tamil Nadu,DHARMAPURI,Maize,28
Tamil Nadu,DHARMAPURI,Masoor,2
Tamil Nadu,DHARMAPURI,Moong(Green Gram),29
Tamil Nadu,DHARMAPURI,Onion,26
Tamil Nadu,DHARMAPURI,Other  Rabi pulses,3
Tamil Nadu,DHARMAPURI,Other Cereals,4
Tamil Nadu,DHARMAPURI,Other Kharif pulses,9
Tamil Nadu,DHARMAPURI,Potato,7
Tamil Nadu,DHARMAPURI,Ragi,30
Tamil Nadu,DHARMAPURI,Rapeseed &Mustard,12
Tamil Nadu,DHARMAPURI,Rice,28
Tamil Nadu,DHARMAPURI,Sannhamp,3
Tamil Nadu,DHARMAPURI,Sesamum,28
Tamil Nadu,DHARMAPURI,Small millets,17
Tamil Nadu,DHARMAPURI,Sugarcane,22
Tamil Nadu,DHARMAPURI,Sunflower,23
Tamil Nadu,DHARMAPURI,Sweet potato,19
Tamil Nadu,DHARMAPURI,Tapioca,19
Tamil Nadu,DHARMAPURI,Tobacco,13
Tamil Nadu,DHARMAPURI,Turmeric,19
Tamil Nadu,DHARMAPURI,Urad,29
Tamil Nadu,DINDIGUL,Arecanut,14
Tamil Nadu,DINDIGUL,Arhar/Tur,21
Tamil Nadu,DINDIGUL,Bajra,28
Tamil Nadu,DINDIGUL,Banana,19
Tamil Nadu,DINDIGUL,Black pepper,17
Tamil Nadu,DINDIGUL,Cardamom,16
Tamil Nadu,DINDIGUL,Cashewnut,18
Tamil Nadu,DINDIGUL,Castor seed,21
Tamil Nadu,DINDIGUL,Coconut,16
Tamil Nadu,DINDIGUL,Coriander,19
Tamil Nadu,DINDIGUL,Cotton(lint),30
Tamil Nadu,DINDIGUL,Cowpea(Lobia),6
Tamil Nadu,DINDIGUL,Dry chillies,19
Tamil Nadu,DINDIGUL,Garlic,18
Tamil Nadu,DINDIGUL,Ginger,15
Tamil Nadu,DINDIGUL,Gram,21
Tamil Nadu,DINDIGUL,Groundnut,30
Tamil Nadu,DINDIGUL,Guar seed,1
Tamil Nadu,DINDIGUL,Horse-gram,28
Tamil Nadu,DINDIGUL,Jowar,28
Tamil Nadu,DINDIGUL,Maize,28
Tamil Nadu,DINDIGUL,Masoor,2
Tamil Nadu,DINDIGUL,Mesta,1
Tamil Nadu,DINDIGUL,Moong(Green Gram),29
Tamil Nadu,DINDIGUL,Onion,26
Tamil Nadu,DINDIGUL,Other  Rabi pulses,3
Tamil Nadu,DINDIGUL,Other Cereals,7
Tamil Nadu,DINDIGUL,Other Kharif pulses,9
Tamil Nadu,DINDIGUL,Potato,26
Tamil Nadu,DINDIGUL,Ragi,29
Tamil Nadu,DINDIGUL,Rapeseed &Mustard,5
Tamil Nadu,DINDIGUL,Rice,28
Tamil Nadu,DINDIGUL,Sannhamp,1
Tamil Nadu,DINDIGUL,Sesamum,29
Tamil Nadu,DINDIGUL,Small millets,21
Tamil Nadu,DINDIGUL,Sugarcane,22
Tamil Nadu,DINDIGUL,Sunflower,28
Tamil Nadu,DINDIGUL,Sweet potato,19
Tamil Nadu,DINDIGUL,Tapioca,19
Tamil Nadu,DINDIGUL,Tobacco,17
Tamil Nadu,DINDIGUL,Turmeric,19
Tamil Nadu,DINDIGUL,Urad,29
Tamil Nadu,ERODE,Arecanut,14
Tamil Nadu,ERODE,Arhar/Tur,21
Tamil Nadu,ERODE,Bajra,27
Tamil Nadu,ERODE,Banana,19
